Id,paxCount,salesChannel,tripTypeDesc,purchaseLead,lengthOfStay,flightHour,flightDay,rout,geoNetworkCountry,baggageCategory,seatCategory,fnbCategory,insFlag,flightDurationHour,insFlagT,seatCategoryT,fnbCategoryT
11972,1,Internet,RoundTrip,72,17,23,Fri,HKTOOL,Australia,1,1,0,0,8.83,No,Yes,No
11973,1,Internet,RoundTrip,21,21,10,Mon,HKTOOL,Australia,1,1,1,0,8.83,No,Yes,Yes
11974,2,Internet,RoundTrip,346,19,0,Mon,HKTOOL,Thailand,0,0,0,0,8.83,No,No,No
11975,1,Internet,RoundTrip,1,20,0,Wed,HKTOOL,Australia,0,0,1,0,8.83,No,No,Yes
11976,1,Internet,RoundTrip,46,26,7,Wed,HKTOOL,Australia,0,0,1,0,8.83,No,No,Yes
11977,2,Internet,RoundTrip,159,17,0,Sat,HKTOOL,Australia,1,0,0,0,8.83,No,No,No
11978,5,Internet,RoundTrip,214,17,7,Thu,HKTOOL,Australia,1,1,1,0,8.83,No,Yes,Yes
11979,1,Internet,RoundTrip,16,21,5,Mon,HKTOOL,Australia,0,0,0,0,8.83,No,No,No
11980,1,Internet,RoundTrip,170,31,23,Sun,HKTOOL,Australia,1,1,1,0,8.83,No,Yes,Yes
11981,3,Internet,RoundTrip,176,48,7,Thu,HKTOOL,Australia,1,1,0,0,8.83,No,Yes,No
11982,2,Internet,RoundTrip,337,17,11,Thu,HKTOOL,Australia,1,1,0,0,8.83,No,Yes,No
11983,1,Internet,RoundTrip,241,29,22,Sun,HKTOOL,United States,0,0,0,0,8.83,No,No,No
11984,2,Internet,RoundTrip,92,23,7,Fri,HKTOOL,Australia,0,0,1,0,8.83,No,No,Yes
11985,1,Internet,RoundTrip,106,28,5,Thu,HKTOOL,Thailand,1,0,0,0,8.83,No,No,No
11986,1,Mobile,RoundTrip,120,19,9,Thu,HKTOOL,Australia,0,1,0,0,8.83,No,Yes,No
11987,2,Internet,RoundTrip,69,28,5,Sun,HKTOOL,Australia,1,1,1,0,8.83,No,Yes,Yes
11988,1,Internet,RoundTrip,24,27,8,Sat,HKTOOL,Australia,0,0,1,0,8.83,No,No,Yes
11989,1,Internet,RoundTrip,25,21,4,Sat,HKTOOL,Australia,1,0,1,0,8.83,No,No,Yes
11990,1,Internet,RoundTrip,223,18,2,Fri,HKTOOL,Australia,1,0,1,0,8.83,No,No,Yes
11991,1,Internet,RoundTrip,8,20,5,Mon,HKTOOL,Australia,1,0,0,0,8.83,No,No,No
11992,1,Mobile,RoundTrip,133,25,0,Thu,HKTOOL,Australia,1,1,1,0,8.83,No,Yes,Yes
11993,1,Internet,RoundTrip,146,32,0,Sat,HKTOOL,Australia,0,0,0,0,8.83,No,No,No
11994,1,Internet,RoundTrip,71,23,9,Mon,HKTOOL,Australia,1,1,1,1,8.83,Yes,Yes,Yes
11995,1,Mobile,RoundTrip,68,23,9,Fri,HKTOOL,Australia,0,0,0,0,8.83,No,No,No
11996,1,Internet,RoundTrip,18,30,4,Wed,HKTOOL,Australia,0,0,0,0,8.83,No,No,No
11997,1,Internet,RoundTrip,214,31,7,Thu,HKTOOL,Australia,0,0,0,0,8.83,No,No,No
11998,2,Internet,RoundTrip,139,24,8,Wed,HKTOOL,Australia,1,1,0,0,8.83,No,Yes,No
11999,2,Internet,RoundTrip,122,21,6,Thu,HKTOOL,Australia,1,0,0,0,8.83,No,No,No
12000,1,Internet,RoundTrip,412,18,4,Tue,HKTOOL,Australia,1,1,0,0,8.83,No,Yes,No
12001,2,Internet,RoundTrip,31,19,10,Thu,HKTOOL,Australia,1,1,1,0,8.83,No,Yes,Yes
12002,4,Internet,RoundTrip,297,19,8,Wed,HKTOOL,Australia,1,1,0,0,8.83,No,Yes,No
12003,2,Internet,RoundTrip,250,19,21,Tue,HKTOOL,Australia,0,0,1,0,8.83,No,No,Yes
12004,4,Internet,RoundTrip,216,19,3,Sun,HKTOOL,Australia,1,1,1,1,8.83,Yes,Yes,Yes
12005,1,Internet,RoundTrip,110,18,7,Mon,HKTOOL,Australia,1,1,1,0,8.83,No,Yes,Yes
12006,2,Internet,RoundTrip,88,146,14,Sun,HKTOOL,Australia,1,0,0,0,8.83,No,No,No
12007,1,Internet,RoundTrip,49,22,8,Thu,HKTOOL,Australia,1,0,1,1,8.83,Yes,No,Yes
12008,1,Internet,RoundTrip,77,18,1,Thu,HKTOOL,Australia,1,0,0,1,8.83,Yes,No,No
12009,1,Internet,RoundTrip,20,32,4,Mon,HKTOOL,Australia,1,0,1,0,8.83,No,No,Yes
12010,1,Internet,RoundTrip,16,19,7,Thu,HKTOOL,Australia,0,0,0,0,8.83,No,No,No
12011,2,Internet,RoundTrip,145,27,7,Sun,HKTOOL,Australia,1,1,1,0,8.83,No,Yes,Yes
12012,1,Internet,RoundTrip,20,21,13,Thu,HKTOOL,Australia,0,0,1,0,8.83,No,No,Yes
12013,2,Internet,RoundTrip,294,17,6,Tue,HKTOOL,Australia,1,1,1,0,8.83,No,Yes,Yes
12014,1,Internet,RoundTrip,113,43,2,Mon,HKTOOL,Australia,1,1,1,0,8.83,No,Yes,Yes
12015,1,Internet,RoundTrip,48,30,13,Mon,HKTOOL,Australia,1,1,1,0,8.83,No,Yes,Yes
12016,1,Internet,RoundTrip,15,47,9,Sat,HKTOOL,Australia,1,0,1,0,8.83,No,No,Yes
12017,2,Mobile,RoundTrip,75,29,5,Thu,HKTOOL,Australia,1,1,1,0,8.83,No,Yes,Yes
12018,1,Internet,RoundTrip,4,18,9,Thu,HKTOOL,Australia,1,1,1,0,8.83,No,Yes,Yes
12019,1,Internet,RoundTrip,142,18,0,Wed,HKTOOL,Australia,0,0,0,0,8.83,No,No,No
12020,2,Internet,RoundTrip,124,28,14,Thu,HKTOOL,Australia,1,0,1,0,8.83,No,No,Yes
12021,2,Internet,RoundTrip,139,22,2,Thu,HKTOOL,Australia,1,1,0,0,8.83,No,Yes,No
12022,1,Internet,RoundTrip,78,19,10,Mon,HKTOOL,Australia,0,0,0,0,8.83,No,No,No
12023,1,Internet,RoundTrip,45,19,0,Sun,HKTOOL,Australia,0,1,0,1,8.83,Yes,Yes,No
12024,1,Internet,RoundTrip,21,89,1,Fri,HKTOOL,Australia,1,0,0,0,8.83,No,No,No
12025,1,Internet,RoundTrip,31,28,0,Sun,HKTOOL,Australia,0,0,0,0,8.83,No,No,No
12026,1,Internet,RoundTrip,7,27,22,Fri,HKTOOL,Australia,1,0,0,0,8.83,No,No,No
12027,3,Internet,RoundTrip,74,19,5,Sat,HKTOOL,Australia,1,1,1,0,8.83,No,Yes,Yes
12028,2,Internet,RoundTrip,231,22,7,Mon,HKTOOL,Australia,1,1,1,0,8.83,No,Yes,Yes
12029,1,Internet,RoundTrip,90,26,1,Wed,HKTOOL,Australia,1,1,1,0,8.83,No,Yes,Yes
12030,1,Internet,RoundTrip,39,22,10,Wed,HKTOOL,Australia,0,0,1,0,8.83,No,No,Yes
12031,4,Internet,RoundTrip,133,17,3,Tue,HKTOOL,Australia,1,0,0,0,8.83,No,No,No
12032,4,Internet,RoundTrip,133,17,3,Tue,HKTOOL,Australia,1,0,0,0,8.83,No,No,No
12033,1,Internet,RoundTrip,93,60,7,Thu,HKTOOL,Australia,0,0,1,0,8.83,No,No,Yes
12034,1,Internet,RoundTrip,15,17,9,Sat,HKTOOL,Australia,1,0,0,0,8.83,No,No,No
12035,1,Internet,RoundTrip,65,17,7,Sun,HKTOOL,Australia,1,0,1,0,8.83,No,No,Yes
12036,1,Internet,RoundTrip,38,21,3,Tue,HKTOOL,Australia,1,1,0,0,8.83,No,Yes,No
12037,2,Internet,RoundTrip,245,17,9,Sun,HKTOOL,Australia,1,0,0,0,8.83,No,No,No
12038,2,Mobile,RoundTrip,18,21,10,Mon,HKTOOL,Australia,1,1,1,0,8.83,No,Yes,Yes
12039,1,Internet,RoundTrip,115,18,10,Tue,HKTOOL,Australia,1,1,1,0,8.83,No,Yes,Yes
12040,1,Internet,RoundTrip,31,29,6,Fri,HKTOOL,Australia,0,0,0,0,8.83,No,No,No
12041,1,Internet,RoundTrip,42,18,22,Mon,HKTOOL,Australia,1,1,0,0,8.83,No,Yes,No
12042,1,Mobile,RoundTrip,359,21,13,Sun,HKTOOL,Australia,1,0,1,0,8.83,No,No,Yes
12043,1,Internet,RoundTrip,56,34,6,Thu,HKTOOL,Australia,0,0,0,0,8.83,No,No,No
12044,1,Internet,RoundTrip,47,25,6,Thu,HKTOOL,Turkey,1,0,0,0,8.83,No,No,No
12045,3,Internet,RoundTrip,158,17,22,Thu,HKTOOL,Australia,1,0,1,0,8.83,No,No,Yes
12046,1,Internet,RoundTrip,19,30,14,Sun,HKTOOL,Australia,0,0,0,0,8.83,No,No,No
12047,1,Internet,RoundTrip,27,58,4,Thu,HKTOOL,Australia,0,0,1,0,8.83,No,No,Yes
12048,2,Internet,RoundTrip,391,26,11,Mon,HKTOOL,Australia,1,1,1,0,8.83,No,Yes,Yes
12049,2,Mobile,RoundTrip,113,33,21,Mon,HKTOOL,Australia,1,1,1,0,8.83,No,Yes,Yes
12050,1,Internet,RoundTrip,31,30,6,Wed,HKTOOL,Australia,1,0,0,0,8.83,No,No,No
12051,2,Internet,RoundTrip,75,19,9,Tue,HKTOOL,Australia,1,1,1,0,8.83,No,Yes,Yes
12052,2,Internet,RoundTrip,137,21,6,Sun,HKTOOL,Australia,1,1,1,0,8.83,No,Yes,Yes
12053,1,Internet,RoundTrip,45,163,10,Fri,HKTOOL,Greece,1,0,0,0,8.83,No,No,No
12054,2,Internet,RoundTrip,190,29,11,Sat,HKTOOL,Australia,1,1,0,0,8.83,No,Yes,No
12055,2,Internet,RoundTrip,291,19,10,Mon,HKTOOL,Australia,1,0,0,0,8.83,No,No,No
12056,1,Internet,RoundTrip,35,20,6,Wed,HKTOOL,Australia,1,1,1,0,8.83,No,Yes,Yes
12057,1,Internet,RoundTrip,262,103,20,Sun,HKTOOL,Australia,0,1,0,0,8.83,No,Yes,No
12058,1,Internet,RoundTrip,195,30,19,Sun,HKTOOL,Australia,0,0,0,0,8.83,No,No,No
12059,1,Internet,RoundTrip,43,31,0,Mon,HKTOOL,Australia,1,0,0,0,8.83,No,No,No
12060,1,Internet,RoundTrip,80,29,9,Tue,HKTOOL,Australia,1,0,0,0,8.83,No,No,No
12061,1,Internet,RoundTrip,8,26,7,Sun,HKTOOL,Australia,0,0,0,0,8.83,No,No,No
12062,1,Internet,RoundTrip,13,17,3,Tue,HKTOOL,Australia,0,0,1,0,8.83,No,No,Yes
12063,1,Internet,RoundTrip,20,17,4,Tue,HKTOOL,Australia,1,0,0,0,8.83,No,No,No
12064,1,Internet,RoundTrip,89,39,10,Mon,HKTOOL,Australia,1,1,0,0,8.83,No,Yes,No
12065,2,Internet,RoundTrip,154,21,7,Mon,HKTOOL,Australia,1,1,1,0,8.83,No,Yes,Yes
12066,2,Internet,RoundTrip,215,29,4,Mon,HKTOOL,Australia,1,1,0,0,8.83,No,Yes,No
12067,3,Internet,RoundTrip,97,51,23,Tue,HKTOOL,Australia,0,0,1,0,8.83,No,No,Yes
12068,1,Internet,RoundTrip,202,36,8,Thu,HKTOOL,Australia,0,0,0,0,8.83,No,No,No
12069,1,Internet,RoundTrip,46,21,23,Mon,HKTOOL,Australia,1,0,0,0,8.83,No,No,No
12070,4,Internet,RoundTrip,155,18,2,Tue,HKTOOL,Australia,0,1,0,0,8.83,No,Yes,No
12071,1,Internet,RoundTrip,8,53,20,Thu,HKTOOL,Australia,1,0,0,0,8.83,No,No,No
12072,1,Internet,RoundTrip,110,28,11,Sun,HKTOOL,Australia,1,0,0,0,8.83,No,No,No
12073,1,Internet,RoundTrip,49,17,8,Fri,HKTOOL,Australia,1,1,0,0,8.83,No,Yes,No
12074,2,Internet,RoundTrip,272,17,9,Wed,HKTOOL,Australia,1,0,0,0,8.83,No,No,No
12075,2,Internet,RoundTrip,68,32,7,Sun,HKTOOL,Australia,0,0,0,0,8.83,No,No,No
12076,2,Internet,RoundTrip,360,58,21,Sun,HKTOOL,Malaysia,1,1,1,0,8.83,No,Yes,Yes
12077,2,Internet,RoundTrip,240,30,9,Sun,HKTOOL,Australia,1,1,1,0,8.83,No,Yes,Yes
12078,3,Internet,RoundTrip,222,22,9,Thu,HKTOOL,Australia,1,1,1,1,8.83,Yes,Yes,Yes
12079,2,Internet,RoundTrip,17,17,7,Thu,HKTOOL,Australia,1,0,0,0,8.83,No,No,No
12080,1,Internet,RoundTrip,32,31,5,Thu,HKTOOL,Australia,1,0,0,0,8.83,No,No,No
12081,1,Internet,RoundTrip,101,22,7,Thu,HKTOOL,United States,1,1,1,0,8.83,No,Yes,Yes
12082,1,Mobile,RoundTrip,222,17,10,Sun,HKTOOL,Australia,0,1,1,0,8.83,No,Yes,Yes
12083,2,Internet,RoundTrip,320,31,1,Fri,HKTOOL,Australia,1,1,1,0,8.83,No,Yes,Yes
12084,1,Internet,RoundTrip,74,30,9,Mon,HKTOOL,Australia,0,0,0,0,8.83,No,No,No
12085,1,Internet,RoundTrip,95,168,14,Sun,HKTOOL,Greece,1,0,0,0,8.83,No,No,No
12086,1,Internet,RoundTrip,43,27,9,Wed,HKTOOL,Australia,1,0,0,0,8.83,No,No,No
12087,3,Mobile,RoundTrip,17,27,1,Mon,HKTOOL,Australia,0,1,0,0,8.83,No,Yes,No
12088,1,Internet,RoundTrip,83,28,9,Wed,HKTOOL,Australia,1,1,1,0,8.83,No,Yes,Yes
12089,1,Internet,RoundTrip,53,30,1,Tue,HKTOOL,Australia,0,0,0,0,8.83,No,No,No
12090,1,Mobile,RoundTrip,6,22,9,Mon,HKTOOL,Australia,1,1,1,0,8.83,No,Yes,Yes
12091,2,Internet,RoundTrip,42,20,12,Mon,HKTOOL,Australia,1,0,0,0,8.83,No,No,No
12092,1,Internet,RoundTrip,52,18,6,Fri,HKTOOL,Australia,1,0,0,0,8.83,No,No,No
12093,1,Internet,RoundTrip,50,89,12,Tue,HKTOOL,Australia,1,0,1,0,8.83,No,No,Yes
12094,2,Internet,RoundTrip,24,20,4,Sat,HKTOOL,Australia,1,1,1,0,8.83,No,Yes,Yes
12095,5,Internet,RoundTrip,355,17,20,Sun,HKTOOL,Thailand,1,0,1,0,8.83,No,No,Yes
12096,2,Internet,RoundTrip,88,22,5,Sun,HKTOOL,Australia,1,0,0,0,8.83,No,No,No
12097,1,Internet,RoundTrip,257,31,2,Sat,HKTOOL,Australia,0,0,1,0,8.83,No,No,Yes
12098,4,Internet,RoundTrip,155,20,3,Fri,HKTOOL,Australia,1,0,0,0,8.83,No,No,No
12099,2,Internet,RoundTrip,14,31,7,Thu,HKTOOL,Thailand,1,0,0,0,8.83,No,No,No
12100,1,Internet,RoundTrip,70,19,14,Wed,HKTOOL,Australia,0,0,0,0,8.83,No,No,No
12101,2,Internet,RoundTrip,36,17,4,Sat,HKTOOL,Australia,1,1,0,0,8.83,No,Yes,No
12102,1,Internet,RoundTrip,32,21,6,Sat,HKTOOL,Australia,1,0,1,0,8.83,No,No,Yes
12103,1,Internet,RoundTrip,244,19,4,Sat,HKTOOL,Thailand,1,1,1,1,8.83,Yes,Yes,Yes
12104,6,Mobile,RoundTrip,388,20,4,Tue,HKTOOL,Australia,1,1,0,0,8.83,No,Yes,No
12105,1,Internet,RoundTrip,68,21,21,Sat,HKTOOL,Australia,0,1,1,0,8.83,No,Yes,Yes
12106,2,Internet,RoundTrip,203,21,7,Thu,HKTOOL,Australia,0,0,0,0,8.83,No,No,No
12107,1,Internet,RoundTrip,88,22,10,Sun,HKTOOL,Australia,1,0,0,0,8.83,No,No,No
12108,1,Internet,RoundTrip,62,29,12,Thu,HKTOOL,Australia,1,0,1,1,8.83,Yes,No,Yes
12109,1,Internet,RoundTrip,9,23,8,Thu,HKTOOL,Australia,0,0,0,0,8.83,No,No,No
12110,2,Internet,RoundTrip,218,17,10,Thu,HKTOOL,Australia,1,0,1,0,8.83,No,No,Yes
12111,1,Mobile,RoundTrip,83,21,1,Thu,HKTOOL,Australia,1,0,1,0,8.83,No,No,Yes
12112,1,Internet,RoundTrip,17,30,3,Mon,HKTOOL,Australia,0,0,0,0,8.83,No,No,No
12113,1,Internet,RoundTrip,13,28,7,Tue,HKTOOL,Australia,0,0,0,0,8.83,No,No,No
12114,2,Internet,RoundTrip,87,20,5,Wed,HKTOOL,Australia,1,0,0,1,8.83,Yes,No,No
12115,2,Internet,RoundTrip,40,22,11,Sat,HKTPEK,United States,1,1,0,1,6.42,Yes,Yes,No
12116,1,Internet,RoundTrip,57,24,9,Fri,HKTPEK,Russia,1,0,0,0,6.42,No,No,No
12117,1,Internet,RoundTrip,111,37,12,Tue,HKTPEK,China,1,1,1,0,6.42,No,Yes,Yes
12118,2,Internet,RoundTrip,46,20,6,Thu,HKTPEK,Thailand,1,0,0,0,6.42,No,No,No
12119,1,Mobile,RoundTrip,38,17,9,Wed,HKTPEK,China,1,0,0,0,6.42,No,No,No
12120,1,Internet,RoundTrip,58,24,21,Thu,HKTPEK,China,1,0,0,0,6.42,No,No,No
12121,1,Internet,RoundTrip,111,37,12,Tue,HKTPEK,China,1,1,1,0,6.42,No,Yes,Yes
12122,2,Internet,RoundTrip,43,30,5,Sun,HKTPEK,China,0,0,1,0,6.42,No,No,Yes
12123,1,Mobile,RoundTrip,33,54,7,Thu,HKTPEK,Thailand,1,1,1,0,6.42,No,Yes,Yes
12124,8,Mobile,RoundTrip,52,17,10,Wed,HKTPEK,China,1,0,0,0,6.42,No,No,No
12125,1,Internet,RoundTrip,33,31,4,Sun,HKTPEK,China,1,1,0,0,6.42,No,Yes,No
12126,2,Internet,RoundTrip,172,22,12,Fri,HKTPEK,China,1,0,0,0,6.42,No,No,No
12127,1,Internet,RoundTrip,123,40,2,Wed,HKTPEK,Thailand,0,0,0,0,6.42,No,No,No
12128,1,Internet,RoundTrip,23,60,8,Fri,HKTPEK,China,0,0,0,0,6.42,No,No,No
12129,4,Internet,RoundTrip,49,27,10,Wed,HKTPEK,Russia,1,0,0,0,6.42,No,No,No
12130,1,Internet,RoundTrip,111,25,16,Fri,HKTPEK,China,1,0,0,0,6.42,No,No,No
12131,1,Internet,RoundTrip,52,17,2,Mon,HKTPEK,China,1,0,1,1,6.42,Yes,No,Yes
12132,1,Internet,RoundTrip,90,25,17,Fri,HKTPEK,Thailand,0,0,0,0,6.42,No,No,No
12133,4,Mobile,RoundTrip,52,17,13,Wed,HKTPEK,China,1,0,0,0,6.42,No,No,No
12134,2,Internet,RoundTrip,66,22,0,Sat,HKTPEK,China,0,0,0,0,6.42,No,No,No
12135,1,Internet,RoundTrip,314,29,2,Mon,HKTPER,Australia,1,0,0,0,5.62,No,No,No
12136,2,Internet,RoundTrip,351,19,9,Tue,HKTPER,Australia,1,1,1,0,5.62,No,Yes,Yes
12137,2,Internet,RoundTrip,38,18,14,Fri,HKTPER,Australia,1,0,0,0,5.62,No,No,No
12138,1,Internet,RoundTrip,74,30,6,Sun,HKTPER,Australia,1,0,0,0,5.62,No,No,No
12139,1,Internet,RoundTrip,29,87,18,Wed,HKTPER,Thailand,1,0,0,1,5.62,Yes,No,No
12140,3,Internet,RoundTrip,204,20,11,Thu,HKTPER,Australia,1,1,1,0,5.62,No,Yes,Yes
12141,1,Internet,RoundTrip,184,18,5,Fri,HKTPER,Australia,0,1,0,0,5.62,No,Yes,No
12142,1,Internet,RoundTrip,23,23,15,Wed,HKTPER,Australia,1,1,0,0,5.62,No,Yes,No
12143,2,Internet,RoundTrip,304,19,12,Thu,HKTPER,Australia,1,0,0,0,5.62,No,No,No
12144,1,Internet,RoundTrip,49,26,7,Tue,HKTPER,Thailand,1,0,1,0,5.62,No,No,Yes
12145,1,Internet,RoundTrip,12,89,15,Mon,HKTPER,Thailand,1,0,0,0,5.62,No,No,No
12146,1,Internet,RoundTrip,32,30,3,Thu,HKTPER,Australia,1,0,1,0,5.62,No,No,Yes
12147,1,Internet,RoundTrip,325,19,21,Sun,HKTPER,Australia,1,0,1,0,5.62,No,No,Yes
12148,1,Internet,RoundTrip,59,21,11,Wed,HKTPER,Australia,1,1,1,0,5.62,No,Yes,Yes
12149,1,Internet,RoundTrip,46,38,9,Fri,HKTPER,Thailand,1,1,1,0,5.62,No,Yes,Yes
12150,2,Internet,RoundTrip,181,39,8,Sun,HKTPER,Australia,1,1,0,0,5.62,No,Yes,No
12151,2,Internet,RoundTrip,80,19,15,Thu,HKTPER,Australia,0,0,0,1,5.62,Yes,No,No
12152,1,Internet,RoundTrip,241,32,12,Tue,HKTPER,Australia,1,0,1,0,5.62,No,No,Yes
12153,1,Internet,RoundTrip,173,75,7,Thu,HKTPER,Australia,0,0,0,0,5.62,No,No,No
12154,2,Internet,RoundTrip,58,30,4,Mon,HKTPER,Australia,0,0,0,0,5.62,No,No,No
12155,1,Internet,RoundTrip,31,18,6,Thu,HKTPER,Australia,1,0,0,1,5.62,Yes,No,No
12156,1,Internet,RoundTrip,117,19,13,Mon,HKTPER,Australia,1,0,0,0,5.62,No,No,No
12157,4,Internet,RoundTrip,247,27,10,Thu,HKTPER,Australia,1,1,0,0,5.62,No,Yes,No
12158,1,Internet,RoundTrip,15,43,10,Sun,HKTPER,Australia,1,1,1,0,5.62,No,Yes,Yes
12159,1,Internet,RoundTrip,13,19,3,Mon,HKTPER,Australia,1,0,0,0,5.62,No,No,No
12160,1,Internet,RoundTrip,325,19,21,Sun,HKTPER,Australia,1,0,1,0,5.62,No,No,Yes
12161,1,Internet,RoundTrip,24,29,8,Thu,HKTPER,Australia,1,0,0,0,5.62,No,No,No
12162,2,Internet,RoundTrip,106,22,8,Wed,HKTPER,Australia,1,0,0,0,5.62,No,No,No
12163,1,Internet,RoundTrip,144,36,12,Tue,HKTPER,Australia,1,0,1,0,5.62,No,No,Yes
12164,2,Internet,RoundTrip,112,23,0,Thu,HKTPER,Australia,1,0,0,0,5.62,No,No,No
12165,1,Internet,RoundTrip,21,24,6,Wed,HKTPER,Australia,1,0,0,0,5.62,No,No,No
12166,2,Internet,RoundTrip,107,18,2,Mon,HKTPER,Thailand,1,1,1,1,5.62,Yes,Yes,Yes
12167,1,Mobile,RoundTrip,24,27,1,Mon,HKTPER,Thailand,1,1,0,1,5.62,Yes,Yes,No
12168,1,Mobile,RoundTrip,133,29,7,Tue,HKTPER,Australia,1,0,0,0,5.62,No,No,No
12169,1,Mobile,RoundTrip,14,19,6,Sun,HKTPER,Australia,0,0,0,0,5.62,No,No,No
12170,2,Internet,RoundTrip,8,45,6,Mon,HKTPER,Australia,1,0,0,0,5.62,No,No,No
12171,1,Internet,RoundTrip,41,31,5,Tue,HKTPER,Thailand,1,1,0,0,5.62,No,Yes,No
12172,1,Internet,RoundTrip,15,17,11,Mon,HKTPER,Australia,1,1,0,0,5.62,No,Yes,No
12173,1,Internet,RoundTrip,50,22,12,Thu,HKTPER,Australia,1,0,1,0,5.62,No,No,Yes
12174,2,Internet,RoundTrip,158,19,18,Tue,HKTPER,Australia,1,0,1,0,5.62,No,No,Yes
12175,1,Internet,RoundTrip,2,18,8,Thu,HKTPER,Australia,0,0,0,0,5.62,No,No,No
12176,1,Internet,RoundTrip,40,22,7,Thu,HKTPER,Australia,1,0,0,0,5.62,No,No,No
12177,2,Internet,RoundTrip,211,21,1,Mon,HKTPER,Australia,1,0,0,0,5.62,No,No,No
12178,2,Internet,RoundTrip,102,23,9,Tue,HKTPER,Australia,0,0,0,0,5.62,No,No,No
12179,3,Internet,RoundTrip,191,18,9,Mon,HKTPER,Australia,1,0,0,0,5.62,No,No,No
12180,1,Internet,RoundTrip,254,19,3,Thu,HKTPER,Australia,0,1,1,0,5.62,No,Yes,Yes
12181,4,Internet,RoundTrip,254,18,9,Mon,HKTPER,Australia,1,1,1,0,5.62,No,Yes,Yes
12182,2,Internet,RoundTrip,2,17,2,Fri,HKTPER,Australia,1,0,0,0,5.62,No,No,No
12183,2,Mobile,RoundTrip,128,19,11,Sun,HKTPER,Australia,1,0,1,0,5.62,No,No,Yes
12184,1,Internet,RoundTrip,2,48,14,Wed,HKTPER,Australia,1,1,1,0,5.62,No,Yes,Yes
12185,2,Internet,RoundTrip,46,19,1,Sat,HKTPER,Australia,1,1,1,0,5.62,No,Yes,Yes
12186,1,Internet,RoundTrip,42,17,13,Sun,HKTPER,Australia,1,0,0,0,5.62,No,No,No
12187,1,Internet,RoundTrip,126,18,13,Wed,HKTPER,Australia,1,1,1,0,5.62,No,Yes,Yes
12188,3,Internet,RoundTrip,56,25,6,Sun,HKTPER,Australia,1,0,0,0,5.62,No,No,No
12189,1,Internet,RoundTrip,42,23,10,Thu,HKTPER,Australia,1,1,0,0,5.62,No,Yes,No
12190,2,Internet,RoundTrip,102,25,3,Wed,HKTPER,Australia,0,0,0,0,5.62,No,No,No
12191,2,Internet,RoundTrip,105,32,14,Sat,HKTPER,Australia,0,0,0,0,5.62,No,No,No
12192,1,Internet,RoundTrip,27,17,0,Sat,HKTPER,Australia,1,1,0,0,5.62,No,Yes,No
12193,1,Internet,RoundTrip,28,22,7,Tue,HKTPER,Australia,1,0,0,0,5.62,No,No,No
12194,2,Internet,RoundTrip,158,18,3,Thu,HKTPER,Australia,1,1,0,0,5.62,No,Yes,No
12195,1,Internet,RoundTrip,41,30,8,Wed,HKTPER,Australia,1,1,1,0,5.62,No,Yes,Yes
12196,1,Internet,RoundTrip,108,25,1,Mon,HKTPER,Australia,0,1,0,1,5.62,Yes,Yes,No
12197,1,Internet,RoundTrip,292,22,8,Mon,HKTPER,Australia,1,1,1,0,5.62,No,Yes,Yes
12198,2,Internet,RoundTrip,76,27,0,Thu,HKTPER,Australia,1,0,1,0,5.62,No,No,Yes
12199,1,Internet,RoundTrip,13,31,0,Fri,HKTPER,Australia,1,0,0,0,5.62,No,No,No
12200,1,Internet,RoundTrip,5,17,12,Mon,HKTPER,Australia,1,0,0,0,5.62,No,No,No
12201,1,Internet,RoundTrip,7,49,13,Wed,HKTPER,Australia,1,1,1,0,5.62,No,Yes,Yes
12202,1,Internet,RoundTrip,226,22,6,Tue,HKTPER,Australia,0,0,0,0,5.62,No,No,No
12203,1,Internet,RoundTrip,20,21,12,Wed,HKTPER,Australia,0,0,1,0,5.62,No,No,Yes
12204,1,Internet,RoundTrip,27,17,2,Thu,HKTPER,Australia,1,1,1,1,5.62,Yes,Yes,Yes
12205,1,Internet,RoundTrip,11,110,9,Fri,HKTPER,Australia,0,0,0,0,5.62,No,No,No
12206,2,Internet,RoundTrip,39,32,1,Tue,HKTPER,Australia,1,0,0,0,5.62,No,No,No
12207,1,Internet,RoundTrip,26,27,2,Thu,HKTPER,Australia,0,0,1,0,5.62,No,No,Yes
12208,1,Internet,RoundTrip,64,22,2,Fri,HKTPER,Australia,0,0,0,0,5.62,No,No,No
12209,1,Internet,RoundTrip,133,29,7,Tue,HKTPER,Australia,1,0,0,0,5.62,No,No,No
12210,1,Internet,RoundTrip,17,20,7,Fri,HKTPER,Thailand,0,0,0,0,5.62,No,No,No
12211,1,Internet,RoundTrip,17,18,12,Sun,HKTPER,Australia,1,0,0,0,5.62,No,No,No
12212,2,Internet,RoundTrip,159,19,8,Sun,HKTPER,Thailand,1,1,1,1,5.62,Yes,Yes,Yes
12213,2,Internet,RoundTrip,156,21,11,Thu,HKTPER,Australia,0,1,0,0,5.62,No,Yes,No
12214,1,Internet,RoundTrip,29,29,4,Wed,HKTPER,Australia,1,0,0,0,5.62,No,No,No
12215,2,Internet,RoundTrip,168,25,10,Sat,HKTPER,Australia,0,0,0,0,5.62,No,No,No
12216,1,Internet,RoundTrip,208,29,8,Sun,HKTPER,Thailand,1,0,0,0,5.62,No,No,No
12217,2,Internet,RoundTrip,155,18,1,Tue,HKTPER,Australia,0,1,0,0,5.62,No,Yes,No
